epoch,accuracy,loss,lr,precision,recall,val_accuracy,val_loss,val_precision,val_recall
30,0.975203812122345,0.14240483939647675,1e-05,0.9787509441375732,0.9722680449485779,0.9768051505088806,0.13636542856693268,0.9793351888656616,0.9750582575798035
31,0.9824340343475342,0.12176959961652756,1e-05,0.9848366379737854,0.9801533222198486,0.9797165989875793,0.12431102246046066,0.9818872213363647,0.9785520434379578
32,0.9862674474716187,0.11019913852214813,1e-05,0.988986074924469,0.9847389459609985,0.9836956262588501,0.11308718472719193,0.9850150942802429,0.9824340343475342
33,0.988620936870575,0.10278540849685669,1e-05,0.9902664422988892,0.9873592853546143,0.9835985898971558,0.11515751481056213,0.9846228957176208,0.9818516969680786
34,0.9921389818191528,0.09470200538635254,1e-05,0.9931663274765015,0.9908530712127686,0.9854425191879272,0.10855698585510254,0.9859990477561951,0.9841809272766113
35,0.9931579828262329,0.09035374224185944,1e-05,0.9941422343254089,0.9923573136329651,0.98777174949646,0.10242997854948044,0.9884297251701355,0.9866071343421936
36,0.9945409297943115,0.08583850413560867,1e-05,0.9952856302261353,0.9937160611152649,0.9874805808067322,0.09944182634353638,0.9881461262702942,0.9869953393936157
37,0.9951475262641907,0.083121657371521,1e-05,0.9960154294967651,0.9946380257606506,0.9887422323226929,0.09762822836637497,0.9894102811813354,0.9883540272712708
38,0.9956327676773071,0.08120864629745483,1e-05,0.9961389303207397,0.9952688217163086,0.988062858581543,0.10102787613868713,0.9888197779655457,0.9870923757553101
39,0.9964576959609985,0.0781116634607315,1e-05,0.9968191385269165,0.9960452318191528,0.9878687858581543,0.10096953809261322,0.9883438348770142,0.9874805808067322
40,0.9968701601028442,0.07715414464473724,1e-05,0.9972316026687622,0.9963364005088806,0.9895186424255371,0.09399186074733734,0.9901846647262573,0.9888392686843872
41,0.9975979924201965,0.074399434030056,1e-05,0.9979120492935181,0.9972583651542664,0.9886451959609985,0.09450267255306244,0.9891219735145569,0.9883540272712708
42,0.9981560707092285,0.07213478535413742,1e-05,0.9983735680580139,0.9978649020195007,0.9888392686843872,0.09638331830501556,0.9893193244934082,0.9888392686843872
43,0.9981318116188049,0.07146206498146057,1e-05,0.9983494281768799,0.9979134202003479,0.9890334010124207,0.09280805289745331,0.9894133806228638,0.9886451959609985
44,0.9982288479804993,0.06993791460990906,1e-05,0.998543381690979,0.9979619383811951,0.9903920888900757,0.08901915699243546,0.9908702373504639,0.9901009202003479
45,0.9986898303031921,0.06817645579576492,1e-05,0.9988594055175781,0.9986170530319214,0.9910714030265808,0.08755159378051758,0.9914538264274597,0.9907802939414978
46,0.9988839030265808,0.06723439693450928,1e-05,0.9990049004554749,0.9986655712127686,0.9910714030265808,0.08959774672985077,0.9914496541023254,0.9902950525283813
47,0.9990780353546143,0.0654180496931076,1e-05,0.9991991519927979,0.9989809989929199,0.9907802939414978,0.08862689137458801,0.9913550019264221,0.99048912525177
48,0.9990052580833435,0.06460686028003693,1e-05,0.9991263151168823,0.9988353848457336,0.9916537404060364,0.08594240993261337,0.9919402003288269,0.9913625717163086
49,0.999150812625885,0.06361979991197586,1e-05,0.9992477297782898,0.9990780353546143,0.9909743666648865,0.08483760803937912,0.991646409034729,0.9907802939414978
